attempt_id,poll_type,poll_type_2,poll_id,poll_source,course_id,course_session_id,on_demand_session_id,evaluation_id,classroom_activity_id,is_course_session_deleted,poll_answered,poll_seen,user_id,question_type,question_id,question_text,question_image_flag,question_format,show_correct_answer,choice_type,selected_choice_id,submitted_choice_text,correct_choice_id,is_correct_answer,poll_start_time,poll_end_time,poll_duration,total_choices_selected,creator_id,is_poll_deleted,poll_created_at,poll_updated_at,choice_submitted_at,rn
mcq15192365,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648845,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269524,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192612,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,649053,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 6:00,12/16/25 6:00,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192410,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,647371,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192616,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648919,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 6:00,60,3,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192537,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647334,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,3,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192414,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647374,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192356,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,649050,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192402,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651199,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192364,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,648842,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192350,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647487,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192362,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,648840,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192374,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648863,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192548,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647352,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,2,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192416,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647361,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192461,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651255,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192459,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651253,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192378,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,659350,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192575,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651182,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,2,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192426,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647367,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269524,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192391,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,648866,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192647,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,657392,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,60,2,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192454,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651249,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,65,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192349,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647483,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192433,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647379,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192363,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648843,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192339,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647465,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192370,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,647323,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192353,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,649025,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192333,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,652827,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,61,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192420,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647363,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192641,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,652826,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 6:00,61,4,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192379,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647318,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192359,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,649059,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192336,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,652828,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,61,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192340,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647467,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192445,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647392,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269524,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192409,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647368,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192376,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648862,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192432,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648915,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192358,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,653166,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192437,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648916,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269523,,1269522,0,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192415,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651201,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192436,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647380,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192442,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,657390,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192360,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,649060,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269524,,1269522,0,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192332,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,651267,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192373,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648860,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192421,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,651203,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192449,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651256,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192337,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,652817,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,61,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192457,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651251,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192405,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,647344,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192412,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,647373,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192443,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,651245,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192413,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,647375,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
mcq15192431,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,648923,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192399,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,651196,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 5:59,60,1,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 5:59,1
mcq15192646,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,1,1,652818,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,1269522,,1269522,1,12/16/25 5:59,12/16/25 6:00,61,3,557612,0,12/11/25 10:53,12/11/25 10:53,12/16/25 6:00,1
mcq15192458,mcq,SECTION_CHECK,342526,course session,14797,70712,,,148962,0,0,0,651250,has correct answer,324456,أوجد قياس الزاوية س في الشكل المقابل.,1,image and text,0,MCQ,-1,,1269522,,12/16/25 5:59,12/16/25 5:59,,0,557612,0,12/11/25 10:53,12/11/25 10:53,,1
